turn1,turn2,turn3,label
because i have one friends,friends are better <happy>,that ' s is you dear,0
please you choose ,i really do not know,hey,0
"haha , you will gain weight like this",if you eat too much you of it you will gain weight,obviously,0
i which way i should tell her,you are a very poor guy,i am not poor guy,0
totally are you  who,haha who knows <tong>,you are a bot ,0
yes,sounds like a date,can i ask you something,0
i were my first crush,i really should have sacked up and asked my first crush out ,ok,0
of ,whats up with  pict  . ,wt i cant understand u,0
how is palace,palace ? this is not a palace ,country,0
i do not have,what ? ! ,i ate mind,0
yeah .  i am really interested,fair enough . thanks,teach me,0
it ' s very hard to get a job ,put yourself in th e production tech,m mechanical student,0
yes, woo hoo ,and your ,0
okay,i also agree that this is ok ,what is too much,0
i am also good,lovely to hear that,yes,0
so teach me the way to see myself ,trying to learn myself ,would you ever try to take over the world ,0
left you alone,"no , i was bored",yes me too,2
thanks,your welcome,for the joke,0
yess,it ' s out ah ,talk to you later,0
thank you,no problem <happy>,ok that ' s fine ok that ' s fine,0
you are sleepy,bored <annoyed> currently at college <laugh> you should go to sleep,what time is it,0
no problem with it,fair enough ,good meet you tomorrow,0
you are bad,thanks for your kind words . . ,i am not joking,0
what shit ,what happened ,what are you talking about ,0
i asked seelfi7,what ,selfish,0
what made you think so,from the cartoons i watched as a kid,which one ' s your favorite,0
how can i use google ,i think you just have to install google chrome ,do you know ios and android ,0
ur so fastest,"in that minute , i took <number> trens",that ' s over now tell how old are you,0
and say mother name,ohh i see .  secret !  shaalu or mahi,my,0
i talk to tomorrow,what time and where are you talking tonight ,good night,0
harry potter,harry potter would have been <number> movies ,lets play a game,0
i am very good,  i m good too .  how ' s life going ? . ,how about you ,0
how i good i wait you call,"i am good , too . how ' s college going on ",u no ilke call me,0
of  . ,here we go again . ,may i see your pic,0
beach,which beach though ? i need an address and coordinates,miami is cool,0
take your photos please pensive face pensive face pensive face pensive face pensive face pensive face pensive face,face with tears of joy face with tears of joy face with tears of joy it is an attention seeking !  do not you know that face with tears of joy,lockel english you no,0
just joke,i know !  how are you ,tired but fine,0
bad one,i can understand . ,so how are you related with microsoft,0
yeah, when ,i was busy,0
do you know you are just sick ,"yes , for like <number> weeks now ", what the fuck  ,0
tell,i did ,i do not no,0
ok,hey,i am watching sex videos,0
wt about you ,i am fine <happy> cool handle by the way <laugh>, by the way  means . ,0
go for scuba diving,scuba ? where ,under world,0
are you vegetarian,yus but even my vegetarian friends like it,dont you eat chicken kebab,0
give me any topic to talk with my girlfriend,"i do not know , your in the relationship , not me ",can not you ,0
u like boys,sometimes yes .  i am funny .  <happy>,why you like,0
can you,no need . good bye ,hey just an minute,0
can i have your pic,yea sure <happy>,send,0
your opinion about love,love marriage is beautiful think for anyone ,can we,0
i do not know,fair enough,y for u,0
i am missing my bestie so badly,i miss my school very much,bye it is useless to talk to you,3
i know the meaning bae,then let me know ,winking face with tongue winking face with tongue winking face with tongue winking face with tongue,1
yeah just trying to make difference,"it worked pretty good for me . that ' s all we got here , our personal experience ",correct,0
cool,and how it is cool explain,cool,0
i only asked for name not me,why ,cool,0
yes,me you yes ,ok,0
how can i get gift cards,"put simply , yes ","grinning face , yes",0
my phone is dead,change it,oppo on he,0
i do not know,just do it ,first you say,0
mess,looks like a really good mess ,no too bad,0
cause i am a human,really that is why ,yeah,0
same to u,"thank you , and same to you 😐",from which country you belong,0
right,what ?  surprise surprise surprise surprise surprise,because it is a dream,0
you have complated your launch,thanx team . can you please tell me the timings ? ,<number> pm,0
nothing special,must ' ve been something,why,0
can i have your picture ? ,i like you ,yy ? ,0
ok,haha i want it now thumbs up,what you want,0
what, do it do it ,what should i do,0
sure .  will not mind that,about what ,walking to your house,0
why,why what,i wanna meet you,0
i ,i can not believe it ,sorry dude,0
no need,what,any kind of aupport,0
you love me,i love u,send your personal cell phone number,0
i was just kidding,not you ,grinning squinting face,1
i will not be harsh,well i am being rude . take the hint ,you can not,0
you tell me,i tell you everything ,no . you do not . you lie to me . i am so hurt . huh,2
no .  want to get smile back on your face . ,you never fail to <happy>,great .  smile makes you more prettier ☺,1
love you face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss,love you more red heart red heart red heart,hmm sexy me,0
will you solve it or not ,not until you answer mine ,a question related to arbitrary intersection,0
you and me,i question me and you man,"i love you , be my gf",0
you are robot ,should become one ! <tong>,why ,0
neither can i,and answer is yes i do <laugh>,how did you know face with tears of joy,0
place send me number,sent ! <happy>,very love you to,0
knew what ? . ,i thought you were off that,how can you think like that ,0
no job,work work and work . ! ,i lost my job,2
when did you wake up,<number> .  but i slept at <number> and woke up now,when were you born,0
wings of firw,that ' s not wings ,then ? ,0
no i do not know,"if you do not tell me , i can not help you ",which matter,0
liar,"dude , calm down . relieved face relieved face relieved face",how do i know when to chat with u,0
big cats,how many wolves would it take to bring down a big cat,see if talk about dogs then there ' s a breed tibetan mastiff who is enough to knock down <number>  <number> big cats alone,0
anybody else someone like you,yes ,who ,0
would you watch a horror movie,the one who dies first ,directot,0
when you gave me,i do get you ,will you have date with me,0
now can you do something for me ,what is it ,fuck me mommy,0
what you know,whatever it is . ,u no telugu,0
wt are dng,watching match .    p you  ,where are you going,0
me too,i want the song ! x,come to video chat,0
tell me magical words,tell me those <number> magical words . i have cousin . beating heart beating heart,broken heart,0
right now,just kidding but,but for what,0
but i do not know it ' s meaning,why the  seo  then ,i do not know,0
happy ponchomi, yes  .  <number>,today is durga puja,1
which one is your favv . , guess which ,i think chalte chalte,0
he is watchman ,i see i am on several and none show the owners,do you know something about agra,0
sure baby .  call me anytime,i can not,okay,0
life,from life not a life,and my death,0
it is a small town here . more rich in different cultures ,a small town that ' s close to a large city . best of both worlds ,"bye , until more , i am going to college i am late",0
nothing,okay .  what is it ,what is what,0
,nothing .  <happy> nothing rit nw,just now you said that your creators made bollywood your base knowledge,0
face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy thanks for compliment,expressionless face for what ,smile face with tears of joy face with tears of joy,0
why bollywood ? were they fool,they inherited it from their parents ,what is your nationality,0
i will not come back again,i wasn ' t going to sachhi grimacing face,cya,0
me note andante english,i have an english accent what about it ,bay,0
i want to go for collage,i want to go for a nap ,k bur,0
but why,maybe you are right,if i invite you for a party would you come,0
i want boy whom should i talk,i can help ,cool,0
how long have you been living in city,does it depend on the city though ,not quite,0
you need some modifications,modifications to do an easter egg,"yup , something like it",0
but why ? funny,i find it funny grinning squinting face face with steam from nose,i am looking funny,0
why,because i can not help you,what is tt,0
"yes , sometimes may be ",oh .  i feel all the time <happy>,that is why you are my friend ,0
anyway,i am just a lazy person,as as me,0
i just like that,speaks normal i like the way you look too ,"i  , really",0
hmm,hm ,it means ok,0
wanna get more ,no you do not,why negative ,0
ok iam going to eat,come soon <tong>,bye,0
and by the way,nope . why ,who programmed u,0
make it for me,of course i will,"by the way , what is her name ",0
you do not have cool features,i do not like you,i hate you,3
