PDF,Content
communications coverage over remote areas to digital TV 

conversion, Chinese enterprises have made substantial 

contributions to Zambia's ICT development.""           

By Fredson Yamba, Ministry of Finance, Zambia



14

案例配图

 Dunhuang is a world-renowned cultural heritage site.
 Cultural and historic sites attract many tourists domestically and abroad.
 The local population of Dunhuang is only 50,000 with more than 40,000 

tourists per day during peak seasons.

Background

 Increased tourist traffic in peak seasons threatened cultural relic protection 
and tourist safety.

 Less visitors during off seasons greatly wasted tourism resources.
 Fluctuating populations created huge challenges to city government and 

public services such as transportation, education, healthcare, and catering.

Challenges

Smart Tourism Leads Smart Dunhuang Construction

We are working to construct smart cities led by smart culture and tourism. To date, we have built our own Feitian Cloud Computing Center, Big Data 

platforms, comprehensive databases, command centers, a wireless city, and IoT application systems. The last few years have seen our frequent 

cooperation with Huawei. We are greatly impressed by Huawei’s robust R&D capabilities and world-class products.

- Sun Xiaoqiang

Chairman of Dunhuang Smart Tourism Company



15

 Built IoT in scenic locations to analyze tourist behavior and traffic 
distribution, so as to guide tourists and vehicles in real-time.

 Built VR, AR, and 3D exhibition centers to improve customer experience 
and loyalty, and redistribute tourist traffic in peak hours.

 Built a tourism Big Data platform to analyze tourist feature models and 
implement precision marketing.

 Built a cloud data center that shared data for scenic spots and 
government departments, to implement unified collaboration.

 Developed Smart Home, Smart Education, and Smart Healthcare based on 
Smart Tourism infrastructure to improve people's life.

Solution

Benefits

Smart Tourism Promotes Smart Dunhuang Construction

 By analyzing the characteristics of guest behavior and traffic distribution, 
the number of service personnel has been reduced by 30%, and the bearer 
capability of tourist attractions has been improved by 40%.

 The average annual tourist growth rate reaches 30%, and the tourist peak 
season is prolonged by 75 days.

 In 2016, Dunhuang received 8 million tourists and achieved the total 
tourism revenue of CNY7.816 billion, accounting for more than 50% of the 
city's GDP.



16

案例配图
 Digital Divide has widened as a result of poverty, inequality, and 

unemployment.
 Lack of convenient and cost-effective Citizen-to-Government (and vice-

versa) engagement platform.
 No online payment facility for municipal services results in long queues at 

Customer Care Centers.
 Manual customer records in clinics creates inaccuracies and risks.
 Inability to access and provide reliable information for decision-making.

Challenges

The City of Ekurhuleni Metropolitan Municipality was formed in 2000 by 
combining nine former local councils and their administrations. The region 
covers 1,975 square meters, with over 650 municipal offices.

Background

South Africa Smart EMM Digitally Empowers its Citizens



17

案例配图

 Broadband Communications Platform: Fiber (1,400 km, 697 sites) and Wi-
Fi (2,000 hot spots) connectivity rolled out across 250 sites.

 Shared Cloud Computing Platform: Enables seamless access to a single 
view of data.

 Applications Platform: Improves convenience for public services with 
eHealth, eSiyakhokha (for electronic invoicing and payment ), and other 
services.

Solutions

 Total broadband users with free Wi-Fi reaches 132,945 to date. Free Wi-Fi 
has saved citizens USD 1.5 million within half a year.

 eHealth system was implemented to address 60% of healthcare issues.
 eSiyakhokha makes it easier to pay for services
 LEAP App — a location and event-based App provides citizens with 

information on schools, clinics, parks etc. — makes the city’s data easily 
accessible and usable for citizens.

Benefits

South Africa Smart EMM Digitally Empowers its Citizens



18

案例配图

 High power consumption of traditional street lamps causes serious waste of 
energy

 Management cost of numerous street lamps is high, and failure can not be 
processed in time 

 Traditional street lamp management system uses closed architecture and 
cannot connect to and manage sensors and controllers on lamps

Challenges

Smart Lighting Solution Lights Up Czech Smart City

Industry-First IoT lighting solution for multi-level intelligent control

 6LoWPAN mesh network, implements efficient interconnection of numerous street 

lamps

 Three-level control mode increases reliability: remote control by Agile Controller, 

gateway control by IoT gateway, and self-control by the lamp controller

 Open architecture support flexible expansion of new services 

Solutions

 On-demand lighting reduces power consumption by 80% 
 Visualized management and predictive maintenance reduce maintenance costs 

by 90% 

 Integrates various value-added apps and allows evolution to Smart City

Benefits



19

Shenzhen Water Group Takes the Lead in Completing the World's 

First Commercial NB-IoT Smart Water Meter Project

Figure

 Many disputes over water fees because water meters are predominately managed by the 

community property management company.

 Must upgrade water pipeline network monitoring to minimize pipeline leakage or damage.

 Must enhance water quality monitoring to ensure water safety across the entire process.

 Need to raise service levels and create value-added services (VASs).

Challenges

 Upgrade to the NB-IoT network and build the IoT management platform. Set up and 

enable 20 base stations respectively in Futian and Yantian during the pilot period.

 Upgrade the existing core network of Guangdong branch of China Telecom.

 Deploy the IoT platform in China Telecom Jiangsu IoT Company in Nanjing. Connect the 

platform to the meter-reading system in the SZWG data center through private lines.

 Upgrade the meter-reading system and interconnect it with the IoT management platform.

Solutions

 More efficient water management and dispatching, lower management costs, and better 

water services by making full use of highly accurate, large-scale dynamic water data 

provided by NB-IoT smart water meters.

 World's first large-scale NB-IoT smart water meters in commercial use, paving the way for 

""Smart Upgrade"" of the water industry.

Benefits



20

Figure

 Parking difficulty: 4.3 million cars, with average parking time of 18 minutes in Shanghai.

 Low utilization of parking space: The vacancy rate of parking lots in Shanghai is 44.6%. The usage 

rate of community parking spaces in the daytime is 30%.

 Parking charging difficulty: The parking fee loss rate is 10%. Many disputes are caused by 

inaccurate charging.

 Traffic congestion: 30% of the traffic congestion is caused by drivers circling to find a parking space.
