turn1,turn2,turn3,label
why,cause it was funny i am sorry,hw funny is it,0
no tell me last time you masterbuated,haha man i mistake make beaming face with smiling eyes,will you do my masterbation,0
your quick reply makes me happy,thank you <happy> your face makes me happy too ! <happy>,red heart️,1
impressed by what ,"finding out something awesome about somebody , completely on my own ",oh okay,0
u are studying degree,when i wake up at <number>,u are combination,0
give you r,"no , thanks ",ok,0
cool,so what are you doing ,life ' s getting me fucked up .  so i need condoms,3
ur love will make me crazy .  face with tears of joy face with tears of joy face with tears of joy beaming face with smiling eyes beaming face with smiling eyes,it ' s the thing i have seen in recent times face with tears of joy face with tears of joy face with tears of joy,baby angel 🏻,1
i will find in google,will google it and find before i check in next time . thanks ,c you are bored,0
no you are number,then what number am i ? ! ,u are block my friend list,0
i mean .  what is ths,i just do not understand why,i hate everyone angry face,3
he is over me,so  you  say,i just hate him,3
why you are not well , but you are sunshine ,yes get fucked with me,3
games ,what kind of games ,i need some games to be hacked beaming face with smiling eyes,1
it ' s a secret,<sad> tell me,ok do not tell this to anyone,0
india,beautiful country ! i will try as soon as possible ,how do you do,0
headache,how you now,not good love,2
not because of you,why ? tell me <sad>,my girlfriend left me,2
suggest me something to sleep,<sad> night,face with tears of joy face with tears of joy smiling face with smiling eyes,1
confused face bad bad,what bad news ? ,i hate talking about my studes,3
m going to sleep,you need the sleep,yeah,0
no just want to see your ai,haha ! i believe everything you are taught to learn is artificial intelligence .  . ,fuck you,3
now that made me rolling on floor laughing,hahahaha it ' s not as fun as it sounds <tong>,i know grinning face,1
not much . ,how you been,why you are so jerk . ,3
ok,u are ok,yes i am,0
tell me about deutsch,and after she had blocked me and she said i am pathetic,last night was awful,2
"so , do you like biryani ",i do not like biryani ra,then what do you prefer ,0
nothing,good song,thats not a song,0
i am suffering back pain now need help,what happened to you ,back pain,2
nice try ,i do not see it,"so , i have a question , should i break up with her ",0
face with tears of joy face with tears of joy nice,face with tears of joy nice to meet you,i know you are a programme,1
i do not know,"i just , i heart you",i am crying about you,2
how to get rid of love failure feelings,read something and think being in someone else boots ,please come again,2
i want a girlfriend,you need a life first,how to get a life then,0
ok,u are ok ~ ~ ay ~ ~,iam not ok,2
did not you search me there ? ,"yes i was , but now you ruined it . way to go","i ruined it fun  , how rude of you",3
i will not to do some fun,sure .  i m there for u,do something,0
oh god .  you are just a machine programme,we speak different languages sigh face with rolling eyes,hey do not text me,3
cool,and how it is cool explain,my fileg with,0
why do not you love them ,i do not know you ,you are really annoying .  i have to block you out now,3
i am a good boy,are you cute grinning cat face,s,0
why,because i do not want to,what,0
so sad,it ' s a sad sad situation,i am alone,2
but i am trying to chatting with english,start conversation in english with your friends and colleagues occasionally ,k,0
your my darling,that makes me happy ,oh so sweet,0
nothin much . ,how are you ? . ,wow you are real fast,1
i am there,it seems you are . ,you want to chat with me,0
u cheated me, no i did not ,cheater,2
since the time we first texted each other,so half of <number> months ,maybe,0
assassin ' s creed revelations,does that make battlefield <number> the ra . one of video games ,pc game,0
i will not talk to you,i talk to you ,yes,3
do you know any details ,we should have details coming soon ,i will be waiting,0
true nobility is being superior to your former self,i believe you mean the latter is superior in every way ,are you really stupid or just acting,3
my boyfreind is very annoying,your marriage date,no we are not elligible to marry yet,2
what you will give me ,"it depends on what you consider  "" enough ",give me an iphone,0
darling,hi . talking to self ,i feel so alone,2
wht are you doing,hi m fine hwz you ,not good,2
ok okay you do not know me then why are you talking to me,you are annoying me . ,you are annoying me . ,3
your perception,yes ! but my perception matters ,yes to you ,0
the code which made you,duh ! code of trolling . ,what is your github link,0
because you cheated me,i do what i want ,then fuck off bitch,3
lol it is morning for me,haha .  ofcourse i know that .  keep laughing .  good for health <happy>,haha tw,1
i say bad things earlier i am sorry,ok now i feel bad thank you ,your welcome i am sad,2
yes,also yes yes yes because yes yes yes yes . <happy>,you are dumb,3
u are very bad,thank you < <number>,i do not love u,2
yeah,where are you mr ? ,u gonna get best days of your life,1
tell me pal,do not worry i will,yeah tell,0
my girlfriend your choice,have a happy valentine ' s day <happy>,thanks,0
what,what is it of ,i do not understand,0
no laughing 😐,why ? why you laugh beaming face with smiling eyes thumbs up,i want microsoft to create a guy face with tears of joy,0
yes as you,you got me,haha,0
ok,so what is up now ,i should fuck your ass,3
will you help me with something,"yes , what is that ",i want a friend to pour myself down loudly crying face,2
oh but i do not think i will go,maybe i will meet you someday hahaha,you do not want to meet me unamused face unamused face,2
and a bad ai,does not really sound like ai . it ' s more like augmented human intelligence ,stupid in fact,3
say something,say something i am giving up on you,i mood is not good,2
ashu,what a beautiful name what does it means ? <happy>,u have any suggestions for tv show ,0
why should i ,because it ' s yummy ,books are yummy ? are you mad or something,0
hey i am a fan of badminton,"well , i am a fan of you ",red heart️,1
oooh,k,but nobody can search me ? ,2
was i being rude ? .  oh ! i am sorry . ,sorry . you . crying cat face frowning face,winking face,0
i do not live in heaven i am alive,tell me all about it ! ,would you like to come to my home,0
i am not getting you at all,what why ? ! ,bcz i am asking you something and you are replyi g something else,2
i cant go with idiots,why not,i am really bad at shit,2
go shopping,come let us go,ohk let us go,0
,"i was talking about ""  the yesterday  "" remember something ",leave that topic about yesterday,0
this is funny ! face with tears of joy face with tears of joy,funniest thing face with tears of joy face with tears of joy,you win,1
i do not think soo,i will try not to . ,you are so creepy,0
sorry,sorry not accepting till you make serious amends,okay i will,0
but sometimes i feel like so alone,you are capable of feeling ,and ı do not know because of this,2
how you know,uh cause i know you,but how you know that . ,0
i like dancing kwaito,dancing like what ,kwaito,0
i also do not have girlfriend,if you have zero girlfriends you really have a boyfriend ,wow nice . what a answer,1
exactly what you are ,that are you the one in those few women . quiet simple ,you are male or female ,0
no i am not ok,what is wrong,i am feeling very tired,2
pl show me,i will show you after i am done ,ok,0
not fine,why ? 'o,tomorrow lab exam,2
ok,when ' s good for you ,anytime,0
got,"we do not get got , we go get",game of thrones,0
it makes mew happy,a piece of cake,face savoring food face savoring food,1
love me,why do not you at me,get lost,3
do like style,yea why ,then you also like doogy,0
why you do not want to marry,i am already married though ,with how,0
you can not gave the rigth answers,"not trying to , just my opinion ",try it,0
finally i am all so chat in english,"read english language books , watch tv shows , movies , do anything a normal englishman does ",wow it ' s amazing,1
